Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1777232846,10,GET,/?p=10,4.600000,0.000000,110,130,200,270,330,390,480,480,480,480,480,76,0,110.0,160.33803243420297,75.36909400005243,484.2235889991571,447151.0
1777232846,10,,Aggregated,4.600000,0.000000,110,130,200,270,330,390,480,480,480,480,480,76,0,110.0,160.33803243420297,75.36909400005243,484.2235889991571,447151.0
1777232847,10,GET,/?p=10,4.800000,0.000000,110,140,220,280,370,390,480,480,480,480,480,82,0,110.0,160.76598834144266,75.36909400005243,484.2235889991571,447151.0
1777232847,10,,Aggregated,4.800000,0.000000,110,140,220,280,370,390,480,480,480,480,480,82,0,110.0,160.76598834144266,75.36909400005243,484.2235889991571,447151.0
1777232848,10,GET,/?p=10,4.900000,0.000000,110,140,220,290,370,400,480,480,480,480,480,87,0,110.0,164.2512438620438,75.36909400005243,484.2235889991571,447151.0
1777232848,10,,Aggregated,4.900000,0.000000,110,140,220,290,370,400,480,480,480,480,480,87,0,110.0,164.2512438620438,75.36909400005243,484.2235889991571,447151.0
1777232849,10,GET,/?p=10,4.500000,0.000000,110,140,200,270,370,400,480,480,480,480,480,91,0,110.0,161.70959721972935,75.36909400005243,484.2235889991571,447151.0
1777232849,10,,Aggregated,4.500000,0.000000,110,140,200,270,370,400,480,480,480,480,480,91,0,110.0,161.70959721972935,75.36909400005243,484.2235889991571,447151.0
1777232850,10,GET,/?p=10,4.300000,0.000000,120,160,200,270,370,400,480,480,480,480,480,94,0,110.0,161.5388632871861,75.36909400005243,484.2235889991571,447151.0
1777232850,10,,Aggregated,4.300000,0.000000,120,160,200,270,370,400,480,480,480,480,480,94,0,110.0,161.5388632871861,75.36909400005243,484.2235889991571,447151.0
