Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/?p=8,2277,1429,670.0,1936.7125953465122,52.92884999926173,10688.568362999831,169936.62450592886,77.54713283488553,48.66704120379948,670,1700,3900,4500,5500,6200,6900,7100,9100,11000,11000
,Aggregated,2277,1429,670.0,1936.7125953465122,52.92884999926173,10688.568362999831,169936.62450592886,77.54713283488553,48.66704120379948,670,1700,3900,4500,5500,6200,6900,7100,9100,11000,11000
