Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/?p=13,1359,0,65,74.16594082854795,47.99566699875868,329.7723439991387,30383.0,46.77206274595849,0.0,65,71,76,81,100,130,180,200,240,330,330
,Aggregated,1359,0,65,74.16594082854795,47.99566699875868,329.7723439991387,30383.0,46.77206274595849,0.0,65,71,76,81,100,130,180,200,240,330,330
