Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/?p=13,140,0,110.0,155.6926563785055,56.58472799950687,393.254357000842,30383.0,4.823582034890183,0.0,110,180,210,250,290,330,360,390,390,390,390
,Aggregated,140,0,110.0,155.6926563785055,56.58472799950687,393.254357000842,30383.0,4.823582034890183,0.0,110,180,210,250,290,330,360,390,390,390,390
