Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/?p=10,5597,2398,1300.0,1526.4435612844434,1.3938680003775517,6220.762461000049,256721.0003573343,184.02793939323863,78.8456313498278,1300,1900,2300,2600,3400,3900,4500,4800,5700,6200,6200
,Aggregated,5597,2398,1300.0,1526.4435612844434,1.3938680003775517,6220.762461000049,256721.0003573343,184.02793939323863,78.8456313498278,1300,1900,2300,2600,3400,3900,4500,4800,5700,6200,6200
