Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/?p=5,7515,3062,520.0,739.9745749402454,1.2783710262738168,3263.889940979425,19717.246972721223,253.62404402248953,103.3395639117582,520,850,1100,1200,1800,2300,2600,2700,3100,3300,3300
,Aggregated,7515,3062,520.0,739.9745749402454,1.2783710262738168,3263.889940979425,19717.246972721223,253.62404402248953,103.3395639117582,520,850,1100,1200,1800,2300,2600,2700,3100,3300,3300
