Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/?p=17,1330,0,83,97.91003929112365,64.50817995937541,426.8129800329916,447887.0,45.72954575578767,0.0,83,88,93,97,150,180,240,390,430,430,430
,Aggregated,1330,0,83,97.91003929112365,64.50817995937541,426.8129800329916,447887.0,45.72954575578767,0.0,83,88,93,97,150,180,240,390,430,430,430
